"substrat";"absorbance";"mesocosm";"date_measure";"day";"date";"compartment";"series";"name";"family"
"A1";0;1;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;26;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;15;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;20;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;15;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;32;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;28;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;17;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;3;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;34;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;9;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;30;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;19;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;22;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;17;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;11;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;32;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;21;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;5;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;36;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;13;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;2;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;34;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;23;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;24;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;19;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;4;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;36;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;25;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;7;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;2;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;32;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;2;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;27;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;16;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;21;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;15;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;33;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;29;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;18;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;4;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;34;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;10;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;31;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;20;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;23;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;17;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;12;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;33;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;22;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;6;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;36;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;14;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;3;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;35;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;24;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;25;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;19;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;5;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;1;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;26;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;8;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;2;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;33;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;3;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;28;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;17;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;21;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;16;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;34;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;30;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;19;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;4;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;35;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;11;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;32;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;21;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;23;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;18;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;13;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;34;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;23;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;6;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;1;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;15;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;4;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;36;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;25;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;25;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;20;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;6;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;2;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;27;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;8;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;3;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;33;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;4;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;29;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;18;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;22;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;16;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;35;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;31;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;20;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;5;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;35;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;12;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;33;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;22;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;24;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;18;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;14;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;35;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;24;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;7;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;1;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;16;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;5;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;1;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;26;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;26;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;20;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;7;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;3;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;28;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;9;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;3;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;34;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;5;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;30;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;19;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;22;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;17;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;36;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;32;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;21;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;5;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;36;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;13;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;34;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;23;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;24;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;19;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;15;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;36;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;25;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;7;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;2;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;17;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;6;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;2;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;27;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;26;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;21;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;8;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;4;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;29;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;9;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;4;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;34;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;6;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;31;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;20;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;23;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;17;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;1;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;33;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;22;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;6;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;36;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;14;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;35;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;24;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;25;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;19;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;16;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;1;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;26;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;8;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;2;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;18;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;7;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;3;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;28;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;27;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;21;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;9;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;5;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;30;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;10;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;4;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;35;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;7;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;32;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;21;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;23;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;18;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;2;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;34;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;23;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;6;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;1;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;15;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;36;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;25;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;25;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;20;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;17;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;2;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;27;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;8;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;3;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;19;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;8;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;4;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;29;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;27;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;22;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;10;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;6;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;31;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;10;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;5;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;35;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;8;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;33;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;22;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;24;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;18;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;3;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;35;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;24;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;7;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;1;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;16;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;1;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;26;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;26;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;20;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;18;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;3;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;28;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;9;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;3;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;20;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;9;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;5;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;30;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;28;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;22;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;11;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;7;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;32;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;11;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;5;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;36;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;9;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;34;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;23;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;24;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;19;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;4;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;36;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;25;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;7;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;2;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;17;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;2;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;27;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;26;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;21;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;19;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;4;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;29;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;9;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;4;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;21;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;10;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;6;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;31;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;28;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;23;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;12;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;8;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;33;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;11;"2015_11_23";0;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;6;"2015_11_26";3;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;36;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;10;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;35;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;24;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;25;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;19;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;5;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;1;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;26;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;8;"2015_11_25";2;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;2;"2015_11_30";7;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;18;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;3;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;28;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;27;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;21;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;20;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;5;"2015_10_01";3;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;30;"2015_10_21";2;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;10;"2015_11_24";1;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;4;"2015_11_27";4;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;22;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;11;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;7;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;32;"2015_10_20";1;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;29;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;23;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;13;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;9;"2015_09_29";1;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;34;"2015_10_19";0;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;12;"2015_11_23";0;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;6;"2015_11_26";3;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;15;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;11;"2015_09_28";0;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;36;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;25;"2015_10_26";7;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;25;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;20;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;6;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;2;"2015_10_05";7;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;27;"2015_10_23";4;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;8;"2015_11_25";2;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;3;"2015_11_30";7;"2015_11_23";"benthic";1;"water";"blank"
"A1";0;19;"2015_09_30";2;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;4;"2015_10_02";4;"2015_09_28";"pelagic";1;"water";"blank"
"A1";0;29;"2015_10_22";3;"2015_10_19";"pelagic";1;"water";"blank"
"A1";0;27;"2015_11_24";1;"2015_11_23";"benthic";2;"water";"blank"
"A1";0;22;"2015_11_27";4;"2015_11_23";"benthic";1;"water";"blank"
