"mesocosm";"depth";"date";"temperature";"oxygen";"pH";"turbidity";"chlorophyll"
30;100;"11/10/2015";13.595;14.11;10.18;2.59;26.46
31;150;"11/10/2015";13.511;14.12;10.23;5.01;307.77
31;50;"11/10/2015";13.522;13.95;10.23;1.8;34.53
31;100;"11/10/2015";13.529;14.06;10.23;2.3;35.39
32;150;"11/10/2015";13.566;11.58;9.34;0.8;3.73
32;50;"11/10/2015";13.586;11.78;9.44;1.01;4.4
32;100;"11/10/2015";13.582;11.65;9.38;0.95;5.26
33;150;"11/10/2015";13.577;12.41;9.82;1.24;10.59
33;50;"11/10/2015";13.586;12.32;9.79;1.3;9.07
33;100;"11/10/2015";13.582;12.4;9.82;1.31;11.78
34;150;"11/10/2015";13.513;11.41;9.86;2.43;26.06
34;50;"11/10/2015";13.526;11.38;9.86;2.35;16.33
34;100;"11/10/2015";13.525;11.42;9.86;2.31;20.3
35;150;"11/10/2015";13.497;12.31;9.78;2.38;29.13
35;50;"11/10/2015";13.53;12.13;9.79;2.38;21.06
35;100;"11/10/2015";13.515;12.32;9.78;2.41;25.59
36;150;"11/10/2015";13.506;13.7;10.21;1.58;27.28
36;50;"11/10/2015";13.511;13.4;10.19;1.63;25.79
36;100;"11/10/2015";13.511;13.68;10.21;1.58;27.51
3;150;"11/10/2015";13.63;13.27;9.83;1.21;31.01
3;50;"11/10/2015";13.636;13.02;9.75;1.17;26.45
3;100;"11/10/2015";13.638;13.24;9.8;1.17;28.28
4;150;"11/10/2015";13.535;13.45;10.14;1.98;29.36
4;50;"11/10/2015";13.503;13.18;10.09;2.07;20
4;100;"11/10/2015";13.531;13.44;10.14;1.95;26.26
5;150;"11/10/2015";13.472;11.17;8.82;0.68;4.77
5;50;"11/10/2015";13.478;11.26;8.96;0.62;3.14
5;100;"11/10/2015";13.474;11.2;8.87;0.62;3.95
6;150;"11/10/2015";13.524;15.61;10.69;2.41;30.96
6;50;"11/10/2015";13.534;15.44;10.67;2.37;24.68
6;100;"11/10/2015";13.529;15.54;10.68;2.51;27.58
7;150;"11/10/2015";13.591;15.27;10.43;2.13;33.27
7;50;"11/10/2015";13.572;14.91;10.44;2.04;23.65
7;100;"11/10/2015";13.597;15.23;10.44;2.07;33.01
8;150;"11/10/2015";13.565;15.34;10.24;1.48;26.23
8;50;"11/10/2015";13.577;15.25;10.22;1.41;14.35
8;100;"11/10/2015";13.576;15.24;10.22;1.4;24.89
9;150;"11/10/2015";13.521;13.69;10.14;2.12;27.18
9;50;"11/10/2015";13.526;13.93;10.15;2.1;17.44
9;100;"11/10/2015";13.525;13.73;10.14;2.18;29.34
1;50;"07/15/2015";24.354;21.26;9.8;3.01;53.5
1;100;"07/15/2015";23.661;21.37;9.47;3.04;61.75
1;150;"07/15/2015";23.557;21.91;9.88;2.95;68.2
2;50;"07/15/2015";24.029;20.43;9.42;2.78;45.36
2;100;"07/15/2015";23.853;20.19;9.37;2.72;51.49
2;150;"07/15/2015";23.467;20.7;9.42;2.79;57.43
3;50;"07/15/2015";24.604;20.07;9.76;2.93;35.41
3;100;"07/15/2015";23.896;20.93;9.77;2.78;54.45
3;150;"07/15/2015";23.486;21.33;9.81;2.89;61.38
4;50;"07/15/2015";24.409;21.72;9.98;2.99;42.39
4;100;"07/15/2015";23.966;22.3;10.01;2.95;65.59
4;150;"07/15/2015";23.532;22.48;9.99;13.75;88.35
5;50;"07/15/2015";24.786;19.35;9.67;2.67;22.35
5;100;"07/15/2015";23.963;19.62;9.7;2.64;47.08
5;150;"07/15/2015";23.465;19.95;9.74;2.64;53.94
6;50;"07/15/2015";24.396;20.31;9.75;2.99;27.32
6;100;"07/15/2015";23.917;20.49;9.78;2.85;52.78
6;150;"07/15/2015";23.497;20.83;9.82;2.72;61.4
7;50;"07/15/2015";23.685;21.22;9.86;2.81;56.65
7;100;"07/15/2015";23.941;21.06;9.85;2.83;58.64
7;150;"07/15/2015";23.484;21.21;9.86;2.87;61.22
8;50;"07/15/2015";24.801;19.11;9.65;2.51;19.11
8;100;"07/15/2015";24.054;19.18;9.67;2.53;42.29
8;150;"07/15/2015";23.455;19.61;9.71;2.66;49.89
9;50;"07/15/2015";24.618;19.96;9.89;2.87;35.04
9;100;"07/15/2015";23.953;21.29;9.94;2.76;55.39
9;150;"07/15/2015";23.545;21.79;9.98;3.68;68.29
10;50;"07/15/2015";24.55;21.5;9.96;3.08;55.38
10;100;"07/15/2015";23.679;22.35;10.02;3.07;64.54
10;150;"07/15/2015";23.488;22.26;10;3.09;67.79
11;50;"07/15/2015";24.947;19.43;9.76;2.76;29.39
11;100;"07/15/2015";24.089;20.02;9.8;2.81;48.62
11;150;"07/15/2015";23.447;20.23;9.81;2.87;58.47
12;50;"07/15/2015";24.256;20.75;9.99;3.07;36.35
12;100;"07/15/2015";23.696;21.99;10.03;3.14;63.75
12;150;"07/15/2015";23.616;22.47;10.1;9.4;95.59
13;50;"07/15/2015";24.713;19.82;9.76;3.01;43.15
13;100;"07/15/2015";24.088;20.45;9.87;2.92;59.36
13;150;"07/15/2015";23.541;20.99;9.91;3.17;69.34
14;50;"07/15/2015";24.312;20.64;9.92;2.95;56.27
14;100;"07/15/2015";24.14;19.09;9.72;2.6;43.84
14;150;"07/15/2015";23.466;19.49;9.74;2.68;52.62
15;50;"07/15/2015";24.189;19.96;9.88;2.78;51.74
15;100;"07/15/2015";23.798;20.63;9.92;2.77;59.47
15;150;"07/15/2015";23.625;21.05;9.95;3.29;74.13
16;50;"07/15/2015";25.055;19.72;9.83;3.85;62.95
16;100;"07/15/2015";24.078;20.96;9.94;3.09;68.98
16;150;"07/15/2015";23.67;21.18;9.97;3.09;78.64
17;50;"07/15/2015";24.924;18.95;9.72;2.74;29.33
17;100;"07/15/2015";23.872;20.01;9.78;2.66;51.4
17;150;"07/15/2015";23.496;20.07;9.79;2.78;61.79
18;50;"07/15/2015";24.48;19.53;9.9;2.9;47.85
18;100;"07/15/2015";24.118;20.43;9.91;2.91;58.61
18;150;"07/15/2015";23.644;20.95;9.94;2.8;77.83
19;50;"07/15/2015";25.018;21.64;10.13;4.26;73.68
19;100;"07/15/2015";23.919;23.05;10.17;3.47;79.03
19;150;"07/15/2015";23.598;23.02;10.17;4.09;100.83
20;50;"07/15/2015";24.405;20.02;9.81;2.78;40.34
20;100;"07/15/2015";24;20.19;9.83;2.79;54.09
20;150;"07/15/2015";23.525;20.46;9.85;2.83;62.58
21;50;"07/15/2015";24.614;20.04;9.91;3.07;38.71
21;100;"07/15/2015";24.188;21.16;9.94;2.87;55.48
21;150;"07/15/2015";23.56;21.57;9.97;2.73;67.7
22;50;"07/15/2015";24.49;22.2;10.07;3.19;57.34
22;100;"07/15/2015";24.033;22.2;10.05;3.06;62.35
22;150;"07/15/2015";23.538;22.16;10.04;3.03;65.58
23;50;"07/15/2015";25.071;19.64;9.78;2.82;26.61
23;100;"07/15/2015";24.278;20.09;9.83;2.84;47.46
23;150;"07/15/2015";23.508;20.56;9.87;2.91;59.88
24;50;"07/15/2015";24.883;20.51;9.92;4.22;38.12
24;100;"07/15/2015";24.006;21.87;9.99;2.94;59.03
24;150;"07/15/2015";23.582;22.25;10.03;2.81;68.16
25;50;"07/15/2015";25.059;21.02;10.04;3.12;43.17
25;100;"07/15/2015";24.493;22.28;10.06;2.89;59.24
25;150;"07/15/2015";23.545;22.61;10.07;3.03;74.44
26;50;"07/15/2015";24.673;20.02;9.82;2.78;34.14
26;100;"07/15/2015";23.776;20.44;9.87;2.75;45.88
26;150;"07/15/2015";23.501;20.61;9.89;2.71;56.67
27;50;"07/15/2015";26.026;12.08;9.85;8.94;4.76
27;100;"07/15/2015";24.12;20.32;9.9;2.67;48.86
27;150;"07/15/2015";23.556;20.96;9.94;2.76;58.91
28;50;"07/15/2015";24.746;21.45;9.99;3.07;44.02
28;100;"07/15/2015";23.787;22.26;10.05;2.84;61.48
28;150;"07/15/2015";23.573;22.1;10.02;3.1;78.03
29;50;"07/15/2015";25.068;19.38;9.78;2.62;28.78
29;100;"07/15/2015";23.853;20.31;9.85;2.83;48.97
29;150;"07/15/2015";23.526;20.55;9.88;2.8;61.61
30;50;"07/15/2015";24.408;20.63;9.93;2.84;49.41
30;100;"07/15/2015";23.794;21.34;9.96;2.8;59.61
30;150;"07/15/2015";23.594;21.56;9.98;3;69.1
31;50;"07/15/2015";24.817;21.18;10.06;3.15;57.4
31;100;"07/15/2015";23.953;22.47;10.1;2.86;66.85
31;150;"07/15/2015";23.63;22.63;10.11;14.12;74.99
32;50;"07/15/2015";25.329;19.39;9.79;3.13;29.34
32;100;"07/15/2015";23.892;20.75;9.87;2.86;53.39
32;150;"07/15/2015";23.551;20.97;9.9;2.86;64.97
33;50;"07/15/2015";24.452;20.31;9.87;2.87;29.18
33;100;"07/15/2015";23.727;20.97;9.93;2.83;57.64
33;150;"07/15/2015";23.553;21.03;9.93;2.9;67.67
34;50;"07/15/2015";24.924;21.57;10.05;2.92;53.03
34;100;"07/15/2015";24.122;22.27;10.08;2.98;65.45
34;150;"07/15/2015";23.619;22.72;10.11;4.07;142.81
35;50;"07/15/2015";25.106;19.69;9.8;3.08;35.45
35;100;"07/15/2015";23.784;20.73;9.88;2.82;59.44
35;150;"07/15/2015";23.58;20.91;9.9;2.76;65.83
36;50;"07/15/2015";24.842;19.48;9.91;2.83;41.38
36;100;"07/15/2015";24.057;21.29;9.95;2.82;60.21
36;150;"07/15/2015";23.602;21.75;9.99;2.93;72.59
10;150;"07/20/2015";25.02;20.45;10.28;12.56;226.67
10;50;"07/20/2015";25.019;19.81;10.28;3.14;73.69
10;100;"07/20/2015";25.073;20.41;10.28;2.99;70.1
11;150;"07/20/2015";25.022;18.42;9.95;3.04;100.37
11;50;"07/20/2015";25.163;19.15;10.01;6.16;78.29
11;100;"07/20/2015";25.145;18.71;10;2.96;79.31
12;150;"07/20/2015";25.015;21.64;10.5;12.91;133.33
12;50;"07/20/2015";25.121;20.27;10.38;3.3;66.37
12;100;"07/20/2015";25.105;21.19;10.41;3.65;95.06
13;150;"07/20/2015";24.992;19.4;10.04;2.8;62.53
13;50;"07/20/2015";25.084;18.01;10.02;2.84;47.16
13;100;"07/20/2015";25.091;19.41;10.05;2.82;58.02
14;150;"07/20/2015";25.045;17.99;9.82;2.37;55.71
14;50;"07/20/2015";25.089;17.98;9.85;2.45;49.33
14;100;"07/20/2015";25.126;18.03;9.85;2.43;58.44
15;150;"07/20/2015";25.021;20.38;10.23;8.47;141.03
15;50;"07/20/2015";25.107;19.52;10.23;3.34;71.89
15;100;"07/20/2015";25.099;20.38;10.23;3.2;83.44
16;150;"07/20/2015";24.98;20.07;10.15;3.93;77.17
16;50;"07/20/2015";25.033;19.31;10.19;3.12;81.56
16;100;"07/20/2015";25.037;19.69;10.19;3.15;79.28
17;150;"07/20/2015";24.984;17.94;9.86;2.31;63.06
17;50;"07/20/2015";25.036;17.24;9.88;2.34;62.77
17;100;"07/20/2015";25.033;17.41;9.88;2.39;59.29
18;150;"07/20/2015";24.975;20.12;10.23;6.46;107.36
18;50;"07/20/2015";25.07;18.49;10.23;4.05;76.95
18;100;"07/20/2015";25.038;19.56;10.23;4.87;79.76
19;150;"07/20/2015";24.952;21.18;10.4;7.73;143.47
19;50;"07/20/2015";25.003;20.75;10.38;3.43;86.09
19;100;"07/20/2015";24.999;21.13;10.39;3.57;104.07
1;150;"07/20/2015";24.973;20.6;10.35;12.89;245.84
1;50;"07/20/2015";24.999;19.03;10.29;2.35;44.43
1;100;"07/20/2015";25.015;20.09;10.3;2.33;46.54
20;150;"07/20/2015";24.946;18.43;9.93;3.07;91.3
20;50;"07/20/2015";24.995;18.71;9.96;2.94;75.61
20;100;"07/20/2015";24.995;18.7;9.96;2.89;79.85
21;150;"07/20/2015";24.955;20.04;10.19;3.32;89.11
21;50;"07/20/2015";24.989;20.17;10.21;3.17;96.73
21;100;"07/20/2015";24.987;20.19;10.2;3.27;78.58
22;150;"07/20/2015";24.948;19.91;10.17;2.56;57.12
22;50;"07/20/2015";24.649;14.94;10.16;371.03;5.97
22;100;"07/20/2015";24.992;19.9;10.18;2.56;56.67
23;150;"07/20/2015";24.927;17.54;9.77;2.74;69.04
23;50;"07/20/2015";25.095;18.9;9.92;2.59;52.55
23;100;"07/20/2015";25.091;18.82;9.9;2.54;61.85
24;150;"07/20/2015";24.952;21.03;10.35;4.94;140.56
24;50;"07/20/2015";25.015;19.97;10.24;2.71;47.44
24;100;"07/20/2015";25.008;20.42;10.24;2.63;53.23
25;150;"07/20/2015";24.983;20.33;10.21;11.17;116.03
25;50;"07/20/2015";24.979;19.79;10.21;3.12;60.68
25;100;"07/20/2015";24.999;20.26;10.21;3.12;68.26
26;150;"07/20/2015";25.009;18.37;9.84;2.62;74.12
26;50;"07/20/2015";25.087;18.71;9.91;2.58;64.05
26;100;"07/20/2015";25.081;18.81;9.89;2.49;62.75
27;150;"07/20/2015";24.99;19.8;10.07;3.48;82.29
27;50;"07/20/2015";25.036;19.32;10.1;3.04;54.64
27;100;"07/20/2015";25.051;20.04;10.09;3.18;67.8
28;150;"07/20/2015";24.977;20.24;10.14;6.47;153.24
28;50;"07/20/2015";24.991;19.6;10.14;2.8;57.37
28;100;"07/20/2015";24.998;20.18;10.14;2.86;60.83
29;150;"07/20/2015";24.935;18.52;9.88;3.78;101.97
29;50;"07/20/2015";25.036;19.15;9.94;3.47;98.51
29;100;"07/20/2015";25.011;19.02;9.93;3.4;92.08
2;150;"07/20/2015";24.955;19.05;9.94;2.3;63.36
2;50;"07/20/2015";24.995;19.11;10;2.56;51.29
2;100;"07/20/2015";25.063;19.39;10;2.34;58.88
30;150;"07/20/2015";25.011;20.07;10.12;10.07;129.83
30;50;"07/20/2015";25.064;19.72;10.11;3.11;55.98
30;100;"07/20/2015";25.06;20.06;10.12;2.97;58.89
31;150;"07/20/2015";24.939;20.5;10.25;13.12;151.22
31;50;"07/20/2015";24.958;20.18;10.25;3.05;72.04
31;100;"07/20/2015";24.941;20.45;10.26;3;70.4
32;150;"07/20/2015";25.02;19.12;9.88;3.52;87.83
32;50;"07/20/2015";25.055;19.17;9.88;3.16;83
32;100;"07/20/2015";25.045;19.2;9.86;3.29;87.97
33;150;"07/20/2015";24.974;19.42;9.94;2.72;53.53
33;50;"07/20/2015";25.033;18.85;9.91;2.94;34.06
33;100;"07/20/2015";25.035;19.68;9.92;2.64;55.03
34;150;"07/20/2015";24.904;20.71;10.19;5.3;104.13
34;50;"07/20/2015";24.909;20.39;10.17;3.51;68.73
34;100;"07/20/2015";24.906;20.66;10.16;5.72;83.21
35;150;"07/20/2015";24.899;18.98;9.81;3.22;79.25
35;50;"07/20/2015";24.911;19.01;9.55;3.38;54.19
35;100;"07/20/2015";24.9;19.05;9.7;3.3;71.37
36;150;"07/20/2015";24.886;19.97;9.66;3.74;96.29
36;50;"07/20/2015";24.861;18.79;9.53;3;54.68
36;100;"07/20/2015";24.884;19.74;9.68;2.95;63.58
3;150;"07/20/2015";24.996;20.22;10.11;2.5;52.42
3;50;"07/20/2015";25.023;19.94;10.12;2.53;46.9
3;100;"07/20/2015";25.027;20.22;10.12;2.43;58.31
4;150;"07/20/2015";25.022;21.08;10.43;6.99;200.54
4;50;"07/20/2015";25.123;18.48;9.97;2.56;65.46
4;100;"07/20/2015";25.071;20.96;10.43;3.52;119.66
5;150;"07/20/2015";24.996;18.32;9.94;2.42;71.77
5;50;"07/20/2015";25.009;18.06;10.05;2.58;62.4
5;100;"07/20/2015";25.127;18.47;9.97;2.56;60.18
6;150;"07/20/2015";25.005;19.43;10.09;2.84;69.64
6;50;"07/20/2015";25.032;18.44;10.11;2.59;54.43
6;100;"07/20/2015";25.05;19.41;10.11;2.67;54.96
7;150;"07/20/2015";24.981;19.77;10.09;3.45;107.02
7;50;"07/20/2015";25.024;18.8;10.09;3.12;74.22
7;100;"07/20/2015";25.057;19.74;10.11;2.91;76.51
8;150;"07/20/2015";25.025;18.25;9.81;3.12;85.87
8;50;"07/20/2015";25.115;18.72;9.89;2.85;74.56
8;100;"07/20/2015";25.159;18.69;9.88;2.79;76.88
9;150;"07/20/2015";25.02;20.2;10.3;6.46;160.6
9;50;"07/20/2015";25.036;19.22;10.29;2.82;59.94
9;100;"07/20/2015";25.078;19.94;10.29;2.79;66.95
10;150;"08/03/2015";21.797;14.98;NA;3.69;50.87
10;50;"08/03/2015";22.727;14.16;NA;2.97;17.51
10;100;"08/03/2015";21.942;14.86;NA;3.45;36.84
11;150;"08/03/2015";21.676;14.2;NA;3.05;40.18
11;50;"08/03/2015";22.383;14.1;NA;2.74;23.47
11;100;"08/03/2015";0.02193;14.13;NA;2.88;29.34
12;150;"08/03/2015";21.832;15.38;NA;3.87;53.58
12;50;"08/03/2015";22.231;15.09;NA;3.46;19.41
12;100;"08/03/2015";21.939;15.23;NA;3.53;33.2
13;150;"08/03/2015";22.768;12.15;NA;1.73;11.12
13;100;"08/03/2015";21.718;8.98;NA;142.1;0.13
14;150;"08/03/2015";21.709;12.47;NA;2.21;33.11
14;50;"08/03/2015";22.443;12.21;NA;2.01;19.71
14;100;"08/03/2015";22.054;12.3;NA;2.08;28.29
15;150;"08/03/2015";21.866;15.02;NA;2.73;32.99
15;50;"08/03/2015";22.282;14.47;NA;2.51;24.64
15;100;"08/03/2015";21.973;14.86;NA;2.66;28.23
16;150;"08/03/2015";0.02191;12.01;NA;2.08;22.43
16;50;"08/03/2015";22.373;12.01;NA;2;14.5
16;100;"08/03/2015";21.948;11.99;NA;1.99;18.8
17;150;"08/03/2015";21.787;12.57;NA;1.93;29.44
17;50;"08/03/2015";22.803;12.01;NA;12.39;15.28
17;100;"08/03/2015";22.398;12.29;NA;8.75;27.4
18;150;"08/03/2015";21.896;15.2;NA;3.02;53.15
18;50;"08/03/2015";22.444;14.88;NA;2.7;26.78
18;100;"08/03/2015";21.947;15.09;NA;2.96;33.88
19;150;"08/03/2015";21.879;14.9;NA;3.56;64.61
19;50;"08/03/2015";23.017;14.17;NA;3.15;68.81
19;100;"08/03/2015";22.007;14.87;NA;3.48;63.94
1;150;"08/03/2015";0.02177;12.7;NA;3.03;40.48
1;50;"08/03/2015";22.858;11.42;NA;2.79;11.8
1;100;"08/03/2015";22.232;12.47;NA;2.95;13.13
20;150;"08/03/2015";0.02184;13.54;NA;2.56;38.87
20;50;"08/03/2015";22.984;13.01;NA;2.13;12.21
20;100;"08/03/2015";22.014;13.34;NA;2.4;29.3
21;150;"08/03/2015";21.939;15.24;NA;3.51;60.39
21;50;"08/03/2015";22.986;14.18;NA;3.18;21.76
21;100;"08/03/2015";22.085;15.06;NA;3.37;47.5
22;150;"08/03/2015";21.857;12.95;NA;2.26;40.3
22;50;"08/03/2015";22.748;11.99;NA;2.08;12.6
22;100;"08/03/2015";22.043;12.53;NA;2.02;16.61
23;150;"08/03/2015";21.782;12.47;NA;2.18;21.23
23;50;"08/03/2015";22.257;12.3;NA;2.13;11.34
23;100;"08/03/2015";21.909;12.4;NA;2.28;12.8
24;150;"08/03/2015";0.02192;11.84;NA;2.96;51.58
24;50;"08/03/2015";22.655;11.29;NA;2.81;20.5
24;100;"08/03/2015";22.071;11.49;NA;2.81;30.01
25;150;"08/03/2015";21.844;15.4;NA;3.66;56.59
25;50;"08/03/2015";22.473;14.22;NA;3.37;20.21
25;100;"08/03/2015";22.095;15.21;NA;3.4;31.8
26;150;"08/03/2015";21.743;12.29;NA;1.95;20.85
26;50;"08/03/2015";22.234;12.26;NA;1.86;10.18
26;100;"08/03/2015";21.881;12.22;NA;1.85;11.2
27;150;"08/03/2015";21.887;15.32;NA;3.21;72.76
27;50;"08/03/2015";22.379;14.95;NA;2.89;19.43
27;100;"08/03/2015";21.995;15.14;NA;2.96;35
28;150;"08/03/2015";21.898;13.36;NA;2.79;43.23
28;50;"08/03/2015";0.02258;12.96;NA;2.4;13.97
28;100;"08/03/2015";22.516;13.22;NA;2.51;14.93
29;150;"08/03/2015";0.02177;15.46;NA;3.67;60.9
29;50;"08/03/2015";22.556;14.98;NA;3.32;20.01
29;100;"08/03/2015";21.962;15.24;NA;3.5;43.04
2;150;"08/03/2015";21.825;12.92;NA;2.13;23.3
2;50;"08/03/2015";22.047;12.76;NA;1.99;9.98
2;100;"08/03/2015";0.02202;12.91;NA;2.06;19.52
30;150;"08/03/2015";21.904;15.54;NA;3.46;46.09
30;50;"08/03/2015";22.606;14.92;NA;2.96;16.39
30;100;"08/03/2015";21.961;15.42;NA;3.35;30.61
31;150;"08/03/2015";21.941;12.32;NA;3.36;68.91
31;50;"08/03/2015";22.938;11.79;NA;2.85;15.09
31;100;"08/03/2015";22.183;11.88;NA;3.1;33.31
32;150;"08/03/2015";0.02182;15.41;NA;3.09;56.09
32;50;"08/03/2015";22.762;14.59;NA;2.75;15.67
32;100;"08/03/2015";21.981;15.33;NA;2.92;43.99
33;150;"08/03/2015";21.922;12.99;NA;1.79;24.83
33;50;"08/03/2015";22.631;13.02;NA;1.62;6.91
33;100;"08/03/2015";22.015;12.87;NA;1.71;11.91
34;150;"08/03/2015";22.051;14.89;NA;3.62;85.41
34;50;"08/03/2015";22.917;14.21;NA;3.01;23.15
34;100;"08/03/2015";22.243;14.65;NA;3.28;45.85
35;150;"08/03/2015";21.952;15.42;NA;3.46;56.85
35;50;"08/03/2015";22.922;14.84;NA;3.07;25.27
35;100;"08/03/2015";22.142;15.21;NA;3.35;50.05
36;150;"08/03/2015";22.048;12.32;NA;3.55;63.46
36;50;"08/03/2015";22.923;12.16;NA;3.23;22.1
36;100;"08/03/2015";22.321;12.09;NA;3.38;41.99
3;150;"08/03/2015";21.828;12.26;NA;1.92;18.6
3;50;"08/03/2015";22.359;11.95;NA;1.78;11.97
3;100;"08/03/2015";22.062;12.19;NA;1.87;16.02
4;150;"08/03/2015";21.959;15.67;NA;4.55;65.52
4;50;"08/03/2015";22.402;15.38;NA;4.15;38.9
4;100;"08/03/2015";22.439;15.4;NA;4.16;42.62
5;150;"08/03/2015";0.02172;12.98;NA;2;33.18
5;50;"08/03/2015";22.542;13.15;NA;2.25;24.63
5;100;"08/03/2015";0.0219;12.98;NA;2.08;27.56
6;150;"08/03/2015";21.789;15.19;NA;3.61;48.9
6;50;"08/03/2015";22.319;14.65;NA;3.34;26.43
6;100;"08/03/2015";0.02192;14.95;NA;3.45;44.75
7;150;"08/03/2015";0.02179;15;NA;3.24;44.55
7;50;"08/03/2015";22.264;14.35;NA;2.59;14.57
7;100;"08/03/2015";21.893;14.65;NA;2.63;21.33
8;150;"08/03/2015";21.691;14.43;NA;2.54;34.5
8;50;"08/03/2015";22.481;14.19;NA;2.29;27.63
8;100;"08/03/2015";21.828;14.3;NA;2.4;32.42
9;150;"08/03/2015";0.0218;14.6;NA;3.55;56.42
9;50;"08/03/2015";22.359;14.18;NA;3.18;25.37
9;100;"08/03/2015";21.979;14.36;NA;3.37;42.77
